profile_1,profile_2
0.5502,0.2235
0.2235,0.2235
0.2235,0.2235
0.2235,0.2235
0.2235,0.2235
0.2235,0.2235
0.2235,0.2235
0.8769,0.8769
0.8769,0.8769
0.8769,0.8769
0.8769,0.8769
0.5502,0.5502
0.5502,0.5502
0.5502,0.5502
0.5502,0.5502
0.5502,0.5502
0.5502,0.5502
0.5502,0.5502
0.5502,0.5502
0.8769,0.8769
0.8769,0.8769
0.8769,0.8769
0.8769,0.8769
0.2235,0.2235
